location,zh_cn
site/app/pages/about.html,项目介绍
site/app/pages/about.html,"<p>在长期的业务项目研发中，我探索并开发了一个和主流 mvvm 框架的核心都不同的 <a target=""_blank"" href=""https://github.com/YuhangGe/jinge"">Jinge</a> 框架。为了验证这个框架的能力，我决定在这个框架上开发一个 UI 组件库。</p><p>考虑到主要是为了快速验证 Jinge 框架的能力，并在组件库开发的过程中同步地不断完善这个框架，而不想在组件本身的开发上耗费过多精力，我决定直接从 <a target=""_blank"" href=""https://vuematerial.io"">Vue Material</a> 这个项目分叉（Fork）。</p><p>但由于 Jinge 框架和 Vue 框架除了在功能和使用方式上都保持了现代 mvvm 框架的一致性外，核心几乎完全不同，因此从 Vue Material 项目分叉后，会需要把整个项目除了 scss 样式之外的代码几乎全部重写。因此我并没有采用在 Github 平台上直接分叉（Fork）该项目的方式，而是另起炉灶新开了 Jinge Material 仓库。所以更准确的说法是，Jinge Materail 项目移植（Port）自 Vue Material 项目。</p><p>Jinge Material 在移植自 Vue Material 项目的过程中，同时也参考 <a href=""https://ant.design"" target=""_blank"">Ant Design</a> 等现代组件库，对项目的目录结构和各别组件的设计进行了重构。中文相关的翻译，也大量参考了 Ant Design。</p>"
site/app/pages/about.html,关于
site/app/pages/advance/i18n.html,国际化
site/app/pages/advance/i18n.html,jinge 框架还处于实验性的 alpha 阶段，也还几乎没有文档。此处的 Jinge Material 组件库的文档也不保证有效。
site/app/pages/advance/i18n.html,Jinge Material 组件库没有直接依赖 jinge 框架内置的国际化方案，而是自己实现了一套国际化方案。因为使用 Jinge Material 组件的项目不一定需要支持多语言。接下来会分不同的情况，介绍如何使用不同语言的 Jinge Material 组件。
site/app/pages/advance/i18n.html,使用 npm 或 yarn 包
site/app/pages/advance/i18n.html,项目只使用一种语言
site/app/pages/advance/i18n.html,如果只需要支持一种语言，只需要在项目的入口文件里，加入以下的代码：
site/app/pages/advance/i18n.html,Jinge Material 组件库没有默认的语言，因此必须指定语言并引入语言资源。
site/app/pages/advance/i18n.html,项目使用多种语言
site/app/pages/advance/i18n.html,如果需要支持多种语言，建议一次性将项目需要支持的语言资源全部引入。这样做的好处是切换语言时不再需要额外的通过 ajax 加载资源的逻辑，并且 Jinge Material 的语言资源也很小，不会引入带宽负担。加载的资源可以存放在某个 service 中，比如：
site/app/pages/advance/i18n.html,然后将上述的 service 暴露给业务层，比如项目的入口文件设置默认语言，或者在某个按钮的点击事件中切换语言：
site/app/pages/advance/i18n.html,使用浏览器引入的 script
site/app/pages/advance/i18n.html,通过浏览器引入 script 的方式使用 Jinge Material 时，多语言资源文件需要保证在 jinge-material.min.js 文件之后执行。语言资源文件会向 `JingeMaterial` 对象的 `locales` 属性字典写入对应的值。然后在业务代码中，只需要使用这个 `locales` 属性，即可得到所有语言资源。
site/app/pages/advance/i18n.html,具体来讲，在 html 文件中，用如下的方式加载 script：
site/app/pages/advance/i18n.html,也可以一次性加载涵盖所有语言资源的包（Gzip 压缩和 CDN 加载后，加载全部语言资源也几乎不影响启动速度）：
site/app/pages/advance/i18n.html,然后在业务 js 代码中，用如下的方式配置默认语言（或切换语言）：
site/app/pages/advance/i18n.html,上述代码需要在打包工具中配置对 jinge-material 的引用指向 window.JingeMaterial 对象，比如 webpack.config.js 中配置 externals。
site/app/pages/advance/i18n.html,补充
site/app/pages/advance/i18n.html,通过 npm 或 yarn 包的方式使用 jinge-materail，但又一定要用 ajax 的方式按需加载语言资源，可以有不同的实现方式。其中一种方式是，以文本的形式 fetch 到语言资源的源码，然后通过 `new Function()` 的形式包裹并执行该源码，同时传递一个 `JingeMaterial` 对象给上下文：
site/app/pages/advance/theme.html,主题
site/app/pages/advance/theme.html,"Jinge Material 组件库<ui-sref to=""about"">移植自 Vue Material</ui-sref>，但在多主题的支持上，进行了彻底地重构。主要包括两个方面："
site/app/pages/advance/theme.html,完全依赖 CSS 变量（css3 variable）来实现颜色的指定和色板的切换。
site/app/pages/advance/theme.html,完全遵循 Material Design 最新的设计规范中关于色板的规定，包括暗色主题。
site/app/pages/advance/theme.html,预置主题
site/app/pages/advance/theme.html,Jinge Material 提供了 4 个预先构建好的主题，包括蓝色（default）、紫色（purple）、暗色蓝（default-dark）和暗色紫（purple-dark）。构建好的主题文件位于 <code>dist/themes</code> 目录下，使用时只需要和主样式文件一起加载即可：
site/app/pages/advance/theme.html,自定义主题
site/app/pages/advance/theme.html,自定义主题可以通过加载自定义的主题文件（即色板文件）实现。色板里颜色的定义严格遵循 Material Design 的规范。可在参考 dist 目录下构建好的色板 css 文件创建自定义色板文件，也可以参考下面的 scss 源码创建并构建色板文件：
site/app/pages/advance/theme.html,切换主题
site/app/pages/advance/theme.html,组件的颜色全部通过 CSS 变量引用色板中定义的颜色，因此切换主题只需要简单地替换色板文件即可。从技术角度讲，替换色板本质上是替换(覆盖) CSS 变量的值。
site/app/pages/advance/theme.html,有多种方式可以实现替换（覆盖）CSS 变量的值。一种简单的方案是，在 html 中加载默认的色板时，为 <code>link</code> 元素赋予 id 属性，然后在切换主题的 js 逻辑里，通过这个 id 删除旧的<code>link</code> 元素，然后插入一个指向新主题色板的 css 文件的 <code>link</code> 元素。
site/app/pages/advance/use-router.html,路由整合
site/app/pages/advance/use-router.html,jinge 框架没有实现内置的路由功能，取而代之的是基于 @uirouter/core 的 jinge-ui-router 库。在 Jinge Material 组件库中，个别组件可以直接集成 jinge-ui-router 的路由功能。
site/app/pages/advance/use-router.html,"这些组件目前包括：<UISref to=""components.button"" text=""md-button""/>、<UISref to=""components.list"" text=""md-list-item""/>、<UISref to=""components.bottom-bar"" text=""md-bottom-bar""/> 和 <UISref to=""components.list"" text=""md-tab""/>。在这些组件上，可以直接使用 <code>ui-sref</code> 组件的 to、params、target 和 active 属性。详见这些组件的示例。"
site/app/pages/advance/use-router.html,需要说明的是，Jinge Material 组件库并不直接依赖 jinge-ui-router，而是利用 jinge 框架的 Context 功能，在需要的时候通过 GET_CONTEXT 来获取上下文中的路由器。也就是说，如果不需要使用上述组件的路由功能，则不需要安装jinge-ui-router 库。但如果使用了路由功能（为上述组件指定了 to 属性），但没有在整个项目中启用 jinge-ui-router，则会报错。
site/app/pages/components/autocomplete/api.js,名称
site/app/pages/components/autocomplete/api.js,描述
site/app/pages/components/autocomplete/api.js,示例
site/app/pages/components/autocomplete/api.js,创建自定义的匹配项
site/app/pages/components/autocomplete/api.js,将收到匹配选项的每个选项。
site/app/pages/components/autocomplete/api.js,当前输入的搜索词。
site/app/pages/components/autocomplete/api.js,在零匹配的情况下创建一个空状态
site/app/pages/components/autocomplete/api.js,默认值
site/app/pages/components/autocomplete/api.js,自动补全输入框的值
site/app/pages/components/autocomplete/api.js,要搜索的可用选项。如果为 Array，则自动完成功能将使用内部搜索引擎。 如果是 Promise，则需要您自己执行搜索（这通常是由后端服务进行的）。
site/app/pages/components/autocomplete/api.js,传递给输入框的 name 属性
site/app/pages/components/autocomplete/api.js,传递给输入框的 id 属性
site/app/pages/components/autocomplete/api.js,指定允许输入的最大的字符数量
site/app/pages/components/autocomplete/api.js,输入框的占位提示
site/app/pages/components/autocomplete/api.js,使用紧凑型的自动补全组件
site/app/pages/components/autocomplete/api.js,设置布局方式，请参见下面每种布局的详细说明。
site/app/pages/components/autocomplete/api.js,布局方式使用 floating 模式。这是默认的布局。
site/app/pages/components/autocomplete/api.js,布局方式使用 boxed 模式。
site/app/pages/components/autocomplete/api.js,禁用/启用焦点事件。 如果 false，则选项将在按键后立即显示结果。
site/app/pages/components/autocomplete/api.js,如果 option 为 object，则需要指定哪个属性将用于搜索过滤器。
site/app/pages/components/autocomplete/api.js,选项过滤器的搜索算法。如果传递的 <code>options</code> 属性是 Promise，则此选项不起作用。有关更多详细信息，请参见 <code>md-highlight</code> 的 API。
site/app/pages/components/autocomplete/api.js,参数
site/app/pages/components/autocomplete/api.js,用户在输入字段上键入时触发
site/app/pages/components/autocomplete/api.js,当用户选择一个选项时触发
site/app/pages/components/autocomplete/api.js,在打开选项面板时触发
site/app/pages/components/autocomplete/api.js,在关闭选项面板时触发
site/app/pages/components/autocomplete/index.html,输入文本可以与自动完成功能一起使用，以帮助识字能力有限或使用外语书写的用户。 例如，自动完成功能可以在输入时建议输入（每次击键都会刷新建议）。
site/app/pages/components/autocomplete/index.html,自动补全组件类似于 <code>md-field</code>，可以传递标签，验证消息，帮助程序文本甚至图标。
site/app/pages/components/autocomplete/index.html,使用静态数据
site/app/pages/components/autocomplete/index.html,如果数据量少或是静态数据，则可以通过简单直观的方式将数据选项传递给 <code>md-autocomplete</code>：
site/app/pages/components/autocomplete/index.html,触发方式
site/app/pages/components/autocomplete/index.html,默认情况下，建议在输入框获取焦点时打开自动补全。如果希望减少干扰，可以通过取消焦点事件来禁用此行为。如果是这样，则建议将在按键后立即显示：
site/app/pages/components/autocomplete/index.html,Box 布局
site/app/pages/components/autocomplete/index.html,自动补全组件可以使用两种布局：默认带有浮动标签，而盒装版式带有内联标签。框式布局将应用具有小高程的框式布局，这也非常适合用作工具栏内的搜索栏。
site/app/pages/components/autocomplete/index.html,自定义模板
site/app/pages/components/autocomplete/index.html,自动补全组件还接受自定义模板，该模板可以灵活地接受任何HTML元素并内置“空状态”。您还可以突出显示匹配项中的搜索词，以提供有关该项目为何出现在结果中的反馈。
site/app/pages/components/autocomplete/index.html,尽管 <code>md-highlight</code> 组件最常与自动补全组件一起使用，但你可以在任何地方使用它。
site/app/pages/components/autocomplete/index.html,搜索算法
site/app/pages/components/autocomplete/index.html,"自动补全组件可以使用 3 种搜索算法：<a href=""https://en.wikipedia.org/wiki/roximate_string_matching"" target=""_blank"">fuzzy</a>，includes 和 starts。"
site/app/pages/components/autocomplete/index.html,异步加载数据项
site/app/pages/components/autocomplete/index.html,很多时候需要从远程服务器的 API 接口中获取数据项。可以提供一个 <code>Promise</code>，它将使用例如后端接口中的数据进行解析。
site/app/pages/components/autocomplete/index.html,自动补全
site/app/pages/components/avatar/api.js,名称
site/app/pages/components/avatar/api.js,描述
site/app/pages/components/avatar/api.js,创建可以显示图标的头像。
site/app/pages/components/avatar/api.js,制作小头像，更改图像，图标或文字的大小。
site/app/pages/components/avatar/api.js,大头像，通常用于在 <md-drawer> 中展示当前用户头像。
site/app/pages/components/avatar/index.html,头像（Avatar）可以用来代表人物。当与特定徽标一起使用时，也可以用来代表品牌。当没有要显示的图像时，它们也可以用作占位符，例如，在还没有图片的联系人上显示姓名的首字母。
site/app/pages/components/avatar/index.html,图片
site/app/pages/components/avatar/index.html,头像可以用来展示单个图片，也可以和 <code>&lt;md-icon&gt;</code> 搭配用于展示图标。
site/app/pages/components/avatar/index.html,占位字符
site/app/pages/components/avatar/index.html,假设您要显示联系人列表，但是其中一些在数据库中没有图片。可以使用联系人姓名的首字母作为占位符，最多支持 2 个字符：
site/app/pages/components/avatar/index.html,多种大小
site/app/pages/components/avatar/index.html,可以指定三种不同的大小：常规、小或大。默认情况下，头像具有常规大小。
site/app/pages/components/avatar/index.html,头像
site/app/pages/components/badge/api.js,名称
site/app/pages/components/badge/api.js,描述
site/app/pages/components/badge/api.js,创建静态的方形徽标
site/app/pages/components/badge/api.js,默认值
site/app/pages/components/badge/api.js,指定徽章内容
site/app/pages/components/badge/api.js,指定徽章位置，<code>top</code> 或 <code>bottom</code>
site/app/pages/components/badge/api.js,使用紧凑型徽章
site/app/pages/components/badge/index.html,徽章是用于在 UI 元素上提示小状态的描述符。
site/app/pages/components/badge/index.html,按钮，头像等组件需要使用 <code>md-badge</code> 进行包装。
site/app/pages/components/badge/index.html,徽章
site/app/pages/components/bottom-bar/api.js,名称
site/app/pages/components/bottom-bar/api.js,描述
site/app/pages/components/bottom-bar/api.js,默认值
site/app/pages/components/bottom-bar/api.js,设置显示模式。请参见下面每种类型的详细说明。
site/app/pages/components/bottom-bar/api.js,用固定项目制作栏。适合少量元素。
site/app/pages/components/bottom-bar/api.js,突出显示所选项目，并隐藏其他项目的标签。适合最多达 6 个的大量元素。
site/app/pages/components/bottom-bar/api.js,动态更改所选项目，通过传递底部栏项目的 id 来实现。
site/app/pages/components/bottom-bar/api.js,项目的编号，需要动态更改所选项目时可指定
site/app/pages/components/bottom-bar/api.js,禁用底部栏，阻止包括单击在内的所有操作。
site/app/pages/components/bottom-bar/index.html,底部导航栏使您轻松单击即可浏览和在顶级视图之间切换。
site/app/pages/components/bottom-bar/index.html,和 jinge-ui-router 无缝结合
site/app/pages/components/bottom-bar/index.html,移位效果
site/app/pages/components/bottom-bar/index.html,可以在底栏上使用超棒的移位效果。可以最多同时展示 6 个项目，并让活动项目保持焦点：
site/app/pages/components/bottom-bar/index.html,底栏
site/app/pages/components/button/api.js,名称
site/app/pages/components/button/api.js,描述
site/app/pages/components/button/api.js,默认值
site/app/pages/components/button/api.js,直接传递到原生 &lt;button&gt; 元素的 type 属性
site/app/pages/components/button/api.js,禁用按钮。
site/app/pages/components/button/api.js,是否启用 ripple 效果。
site/app/pages/components/button/api.js,事件名称
site/app/pages/components/button/api.js,参数
site/app/pages/components/button/api.js,鼠标点击事件。
site/app/pages/components/button/api.js,任意可作用到原生 &lt;button&gt; 元素的事件，组件会将事件绑定传递到原生 &lt;button&gt; 元素。
site/app/pages/components/button/api.js,主题 Primary 颜色按钮。
site/app/pages/components/button/api.js,主题 Accent 颜色按钮。
site/app/pages/components/button/api.js,创建带有阴影的凸起按钮
site/app/pages/components/button/api.js,使用紧凑型的按钮样式。
site/app/pages/components/button/api.js,使用圆形的图标按钮。
site/app/pages/components/button/api.js,使用 FAB 按钮
site/app/pages/components/button/api.js,指定 FAB 按钮的位置。位置 [position] 可选值包括：
site/app/pages/components/button/api.js,使用 fixed 模式展示按钮。推荐和上述的 6 种位置配合使用。
site/app/pages/components/button/index.html,"按钮组件用于响应用户的点（触）击操作。按钮类型包括 <strong>Flat</strong>, <strong>Raised</strong> 和 <strong>Floating</strong>。Flat 和 Raised 类型的按钮默认情况下只展示文本，但也可以通过特殊的 class 来附加图标。Floating 类型的按钮只展示图标。按钮可以通过添加 <strong>Dense</strong> 这个 class 来调整为较小的紧凑型大小。"
site/app/pages/components/button/index.html,Flat 和 Raised 类型
site/app/pages/components/button/index.html,不添加任何 class 的情况下，按钮的默认类型即 Flat。添加 <code>md-raised</code> 这个 class 即可指定按钮类型为 Raised。
site/app/pages/components/button/index.html,Regular
site/app/pages/components/button/index.html,所有按钮都有以下接口：
site/app/pages/components/button/index.html,图标类型
site/app/pages/components/button/index.html,要在按钮内显示图标，只需要添加 md-icon-button 类就可以了。您还可以将其与 md-raised 类结合使用。
site/app/pages/components/button/index.html,Icon
site/app/pages/components/button/index.html,FAB 按钮
site/app/pages/components/button/index.html,FAB 按钮代表应用程序中的主要动作，用于升级动作。FAB 按钮可以是常规大小或小型，默认情况下带有强调色。这种类型的按钮只能有图标，因此应与 md-icon 一起使用。
site/app/pages/components/button/index.html,每屏最多只使用一个 FAB 按钮，并且仅在按钮的目的是触发屏幕的主要操作时才使用。否则，请使用 <code>md-icon-button</code>。
site/app/pages/components/button/index.html,FAB
site/app/pages/components/button/index.html,链接 vs 按钮
site/app/pages/components/button/index.html,默认情况下，所有按钮都会输出一个<code>button</code>标签。 如果要将其更改为 <code>a</code>标记，只需为其指定 href 属性：
site/app/pages/components/button/index.html,和 jinge-ui-router 无缝整合
site/app/pages/components/button/index.html,"按钮可以默认和 jinge-ui-router 整合。可以把 md-button 当 ui-sref 一样使用，为其指定 to, params, active, target 等属性。"
site/app/pages/components/button/index.html,UI Router Buttons
site/app/pages/components/button/index.html,按钮
site/app/pages/components/card/api.js,名称
site/app/pages/components/card/api.js,描述
site/app/pages/components/card/api.js,默认值
site/app/pages/components/card/api.js,卡片在鼠标悬停时启用阴影（elevation）效果
site/app/pages/components/card/api.js,操作按钮的对齐方式
site/app/pages/components/card/api.js,使用 inset 类型的边框
site/app/pages/components/card/api.js,自动调整大小或裁剪图像。可选比例包括：1:1、1/1、4:3、4/3、16:9 或 16/9。
site/app/pages/components/card/api.js,指定使用中等大小的媒介。仅在 md-card-header 内部起作用。
site/app/pages/components/card/api.js,指定使用大尺寸的媒介。仅在 md-card-header 内部起作用。
site/app/pages/components/card/api.js,根据图像应用自动计算出来的渐变背景。此选项通过提取图像上的明暗度来应用背景颜色，从而增加了文本的清晰度。如果图像较暗，则文本的背景会更亮。如果不是很暗，则背景会更暗。
site/app/pages/components/card/api.js,以与 textScrim 相同的计算逻辑应用纯色背景。
site/app/pages/components/card/index.html,卡片可能包含照片，文字和超链接。它们可能会显示包含大小可变的元素的内容，例如带有可变长度标题的照片。
site/app/pages/components/card/index.html,卡片被拆分成了非常细的子组件。卡片的每个部分都是一个组件。可以按照示例的相同逻辑以任意顺序组合它们。
site/app/pages/components/card/index.html,常规卡片
site/app/pages/components/card/index.html,最简单的卡片由卡片头（header）、内容区（content area）和动作按钮（action buttons）构成，依次对应组件 <code>md-card-header</code>、<code>md-card-content</code> 和 <code>md-card-actions</code>。卡片头可以包含标题和副标题，依次通过类 <code>.md-title</code> 和 <code>.md-subhead</code> 指定。内容区可以包含各种文本和图片。动作按钮通常包含 <code>md-button</code> 组件。
site/app/pages/components/card/index.html,如果想在用户将鼠标悬停在卡片上时添加阴影（elevation），请添加 <code>withHover</code>属性。还可以添加波纹效果，只需要将 <code>md-card</code> 的包裹在 <code>md-ripple</code> 组件里。
site/app/pages/components/card/index.html,带图片的卡片
site/app/pages/components/card/index.html,为了给卡片增添视觉吸引力，可以在 <code>md-header</code> 标签内添加包含有图片（<code>img</code> 标签）的 <code>md-card-media</code> 组件。使用属性 <code>md-medium</code> 和 <code>md-big</code> 可以将图像大小增加到中等或大尺寸。
site/app/pages/components/card/index.html,尽管对于纯文本标题不是必需的，但是当使用 <code>md-card-media</code>时，标题和副标题应包裹在 <code>md-card-header-text</code> 组件周围。
site/app/pages/components/card/index.html,对于侧面带有操作图标按钮的无文本卡片，请将卡片内容包裹在 <code>md-card-media-actions</code> 组件内。
site/app/pages/components/card/index.html,如果要使图像充满整个卡片区域，请将卡片内容包装在 <code>md-card-media-cover</code> 组件内。它的基本结构包括以下组件：
site/app/pages/components/card/index.html,<code>md-card-media</code>，用于展示图片。图片的缩放比例可以通过 <code>md-card-media</code> 组件的 <code>md-ratio</code> 属性控制。
site/app/pages/components/card/index.html,<code>md-card-area</code>，用于有卡片头（<code>md-header</code>）和动作（<code>md-card-actions</code>）的情况。
site/app/pages/components/card/index.html,如果背景图片和标题之间的对比度不足，则后者将无法清晰辨认。为了解决这个问题，请使用 <code>md-card-media-cover</code>的属性 <code>solid</code> 或 <code>textScrim</code>。
site/app/pages/components/card/index.html,不同底色的卡片
site/app/pages/components/card/index.html,为卡片添加 <code>.md-primary</code> 或 <code>.md-accent</code> 类可以指定卡片底色。
site/app/pages/components/card/index.html,可展开的卡片
site/app/pages/components/card/index.html,为避免卡内信息过多或使卡片的高度不超过最大高度，可以将补充信息隐藏在可扩展区域内。
site/app/pages/components/card/index.html,使用  <code>md-card-expand</code> 组件可以实现可展开卡片，同时需要搭配 <code>md-card-expand-content</code> 用于展示内容，以及 <code>md-card-action</code> 用于提供一个触发展开动作的 <code>md-card-expand-trigger</code> 组件。
site/app/pages/components/card/index.html,不同布局的卡片
site/app/pages/components/card/index.html,可以通过许多不同的方式组合这些和其他组件。比如下面的例子：
site/app/pages/components/card/index.html,卡片
site/app/pages/components/checkbox/api.js,名称
site/app/pages/components/checkbox/api.js,描述
site/app/pages/components/checkbox/api.js,默认值
site/app/pages/components/checkbox/api.js,多选框的值
site/app/pages/components/checkbox/api.js,选中状态下的值
site/app/pages/components/checkbox/api.js,未选中状态下的值
site/app/pages/components/checkbox/api.js,多选框的唯一标识
site/app/pages/components/checkbox/api.js,参数
site/app/pages/components/checkbox/api.js,多选框的值发生变化时触发
site/app/pages/components/checkbox/examples/array-checkbox.html,描述
site/app/pages/components/checkbox/examples/array-checkbox.html,示例
site/app/pages/components/checkbox/examples/array-checkbox.html,值
site/app/pages/components/checkbox/examples/array-checkbox.html,简单字符串数组
site/app/pages/components/checkbox/examples/array-checkbox.html,请选择城市：
site/app/pages/components/checkbox/examples/array-checkbox.html,Object 数组
site/app/pages/components/checkbox/examples/array-checkbox.html,请选择用户：
site/app/pages/components/checkbox/examples/array-checkbox.js,小葛
site/app/pages/components/checkbox/examples/array-checkbox.js,小明
site/app/pages/components/checkbox/examples/array-checkbox.js,小王
site/app/pages/components/checkbox/examples/single-checkbox.html,描述
site/app/pages/components/checkbox/examples/single-checkbox.html,示例
site/app/pages/components/checkbox/examples/single-checkbox.html,值
site/app/pages/components/checkbox/examples/single-checkbox.html,无任何属性的最简单选择框
site/app/pages/components/checkbox/examples/single-checkbox.html,标签
site/app/pages/components/checkbox/examples/single-checkbox.html,(无)
site/app/pages/components/checkbox/examples/single-checkbox.html,传递简单的布尔值
site/app/pages/components/checkbox/examples/single-checkbox.html,传递简单的字符串值
site/app/pages/components/checkbox/examples/single-checkbox.html,我已阅读并同意协议
site/app/pages/components/checkbox/examples/single-checkbox.html,传递 Object 值
site/app/pages/components/checkbox/examples/single-checkbox.html,禁用状态
site/app/pages/components/checkbox/index.html,多选框
site/app/pages/components/checkbox/index.html,多选框有两种使用模式，单一模式（Single）和数组（Array）模式。
site/app/pages/components/checkbox/index.html,单一模式下多选框的 value 是一个单一的值，该多选框被点击切换时，其 value 会在 trueValue 和 falseValue 这两个单一值之间切换，并通过 change 事件向外传递切换后的值。
site/app/pages/components/checkbox/index.html,数组模式下多选框的 value 是数组，需要指定 trueValue 但不需要指定 falseValue。该多选框被点击时，会向 value 指定的数组里添加或删除 trueValue 指定的元素。需要注意这种模式下，value 指定的数组，会被直接修改，并通过 change 事件向外传递修改后的数组。
site/app/pages/components/checkbox/index.html,浏览器原生 <code>&lt;input type=&quot;checkbox&quot;&gt;</code> 标签上可以使用的属性，比如 <strong>name</strong> 和 <strong>required</strong> 等，也可以被应用到 <code>md-checkbox</code> 组件上。
site/app/pages/components/chips/api.js,名称
site/app/pages/components/chips/api.js,描述
site/app/pages/components/chips/api.js,默认值
site/app/pages/components/chips/api.js,启用/禁用纸片上的点击动作。
site/app/pages/components/chips/api.js,创建一个可以执行删除操作的纸片。
site/app/pages/components/chips/api.js,指定是否禁用纸片（包括点击和删除）。
site/app/pages/components/chips/api.js,参数
site/app/pages/components/chips/api.js,鼠标单击删除图标后触发，仅在 deletable 属性为 true 时才有效。
site/app/pages/components/chips/api.js,指定全部的纸片。除非您指定自定义模板，否则必须是字符串数组。
site/app/pages/components/chips/api.js,唯一标识，如果为 null，将自动创建。
site/app/pages/components/chips/api.js,输入框的类型
site/app/pages/components/chips/api.js,输入框的占位符，可用于向用户显示将插入哪种数据类型。
site/app/pages/components/chips/api.js,创建一个不可编辑的纸片集，可以用在显示详细信息的页面。
site/app/pages/components/chips/api.js,当纸片集的数量超过限定时，不允许再创建纸片。
site/app/pages/components/chips/api.js,更改输入值时始终检查纸片是否重复，或者仅在插入时检查纸片是否重复
site/app/pages/components/chips/api.js,纸片集发生变化（增删）时触发。
site/app/pages/components/chips/api.js,鼠标单击纸片的删除图标后触发。
site/app/pages/components/chips/api.js,鼠标点击纸片时触发。
site/app/pages/components/chips/api.js,插入纸片后触发
site/app/pages/components/chips/api.js,新插入的 chip
site/app/pages/components/chips/index.html,纸片以小块的形式表示复杂的实体，例如触点。它们可以用作用户创建任意项目（例如类别或标签）的方式。
site/app/pages/components/chips/index.html,独立纸片
site/app/pages/components/chips/index.html,一个纸片可以独立使用，而无需与其它纸片组合。它可以像徽章或应用程序中的实体类别一样使用。同时可以指定纸片是否可以删除和点击：
site/app/pages/components/chips/index.html,可编辑的纸片集
site/app/pages/components/chips/index.html,有时我们需要在屏幕上编辑项目集，例如，在编辑标签时，用户可能需要删除/添加标签。在这种情况下，您可以使用可编辑的纸片集：
site/app/pages/components/chips/index.html,只读模式
site/app/pages/components/chips/index.html,对于一个具有标签的实体，可能需要将这些标签显示在同一行中，但不允许用户对其进行编辑。这种情况下可以使用带有静态选项的 <code>md-chips</code> 组件来实现：
site/app/pages/components/chips/index.html,自定义模板
site/app/pages/components/chips/index.html,有时需要显示有关纸片的丰富信息，希望为纸片本身可以支持自定义 HTML 结构。可以通过指定自定义的 slot 来实现：
site/app/pages/components/chips/index.html,重复检测
site/app/pages/components/chips/index.html,如果待插入的新纸片和现有纸片有重复，则无法插入。可以自定义重复纸片的反馈样式：
site/app/pages/components/chips/index.html,多种颜色
site/app/pages/components/chips/index.html,可以使用 <code>md-primary</code> 或其它方式赋予纸片不同颜色：
site/app/pages/components/chips/index.html,纸片
site/app/pages/components/content/api.js,名称
site/app/pages/components/content/api.js,描述
site/app/pages/components/content/api.js,默认值
site/app/pages/components/content/api.js,渲染的 HTML 标签，用于创建不是默认的 div 标签。
site/app/pages/components/content/index.html,包含任意信息的内容容器在 Material Design 规范中称为材料或材料片。
site/app/pages/components/content/index.html,内容框
site/app/pages/components/datepicker/api.js,名称
site/app/pages/components/datepicker/api.js,描述
site/app/pages/components/datepicker/api.js,默认值
site/app/pages/components/datepicker/api.js,绑定所选日期的值
